;F2;G1;M1;N1
2573;0;1;1;1
2574;1;1;2;2
2575;0;1;1;1
2576;NA;2;1;1
2577;0;1;1;1
2578;0;0;1;1
2579;1;2;1;1
2580;1;1;1;0
2581;0;1;1;1
2582;1;2;1;3
2583;0;1;1;1
2584;1;1;0;0
2585;1;1;1;2
2586;1;1;2;3
2587;2;1;1;1
2588;0;0;1;1
2589;0;0;1;1
2590;0;1;1;1
2591;1;2;1;1
2592;1;1;1;2
2593;1;2;1;1
2594;1;2;1;1
2595;1;2;2;2
2596;0;1;1;1
2597;1;2;3;2
2598;0;1;1;1
2599;NA;2;1;1
2600;1;2;1;1
2601;1;2;2;2
2602;2;1;1;1
2603;2;1;1;1
2604;2;2;1;1
2605;0;1;1;1
2606;0;3;4;1
2607;1;1;2;2
2608;0;1;1;1
2609;NA;2;1;1
2610;2;1;1;1
2611;2;2;1;1
2612;1;0;1;1
2613;2;1;1;2
2614;2;1;1;1
2615;1;0;1;1
2616;2;1;1;1
2617;0;1;1;1
2618;1;0;0;0
2619;2;1;1;1
2620;1;1;2;1
2621;0;1;1;1
2622;1;0;1;1
2623;1;1;1;2
2624;1;0;1;1
2625;2;1;1;1
2626;1;2;1;1
2627;1;2;2;2
2628;0;1;1;1
2629;2;1;1;1
2630;0;1;1;1
2631;0;0;1;3
2632;1;2;3;3
2633;0;1;1;1
2634;NA;1;2;2
2635;0;1;1;1
2636;NA;2;1;1
2637;0;0;1;1
2638;0;1;1;1
2639;0;0;1;1
2640;1;2;1;1
2641;0;1;3;1
2642;0;3;1;0
2643;0;1;1;1
2644;0;1;1;1
2645;1;1;2;2
2646;1;1;1;2
2647;0;1;1;1
2648;NA;2;3;1
2649;1;2;1;1
2650;0;1;1;1
2651;NA;1;0;0
2652;NA;2;2;1
2653;2;1;1;1
2654;1;0;3;3
2655;1;1;2;1
2656;1;1;2;1
2657;1;1;1;2
2658;0;0;1;1
2659;1;1;0;0
2660;1;2;3;4
2661;0;1;1;1
2662;2;2;1;1
2663;1;0;0;1
2664;0;1;1;1
2665;NA;2;2;1
2666;1;1;2;2
2667;0;1;1;1
2668;NA;1;1;2
2669;NA;2;1;1
2670;NA;0;1;1
2671;NA;2;1;1
2672;NA;2;1;0
2673;0;0;1;1
2674;0;3;1;1
2675;2;1;1;1
2676;1;2;1;1
2677;0;NA;1;1
2678;NA;NA;1;0
2679;0;NA;1;0
2680;1;2;1;1
2681;2;1;1;1
2682;0;1;1;1
2683;NA;2;1;1
2684;NA;1;2;2
2685;2;1;1;1
2686;0;0;1;1
2687;0;1;1;0
2688;1;2;1;1
2689;3;1;2;3
2690;2;1;1;1
2691;1;2;1;1
2692;0;1;1;1
2693;NA;1;1;2
2694;1;1;1;2
2695;1;2;1;1
2696;1;1;1;2
2697;0;1;1;1
2698;1;2;1;1
2699;0;NA;1;1
2700;1;NA;0;0
2701;1;2;1;1
2702;1;2;1;1
2703;0;0;1;0
2704;0;1;1;1
2705;1;0;1;1
2706;2;2;1;1
2707;0;1;1;0
2708;1;1;2;1
2709;0;1;1;1
2710;0;1;1;1
2711;1;2;1;1
2712;0;1;1;1
2713;2;1;1;1
2714;NA;2;1;1
2715;0;1;1;1
2716;NA;0;1;1
2717;2;1;1;1
2718;NA;2;1;1
2719;NA;1;0;1
2720;1;1;1;0
2721;1;0;0;NA
2722;1;2;1;NA
2723;2;1;1;NA
2724;1;0;1;NA
2725;1;2;1;NA
2726;0;0;1;NA
2727;1;0;1;NA
2728;0;1;1;NA
2729;NA;2;1;NA
2730;0;0;1;NA
2731;1;0;1;NA
2732;0;1;1;NA
2733;0;1;1;NA
2734;0;1;1;NA
2735;1;2;1;1
2736;1;0;0;0
2737;1;1;1;2
2738;1;2;2;2
2739;1;2;1;1
2740;0;NA;1;1
2741;0;1;1;1
2742;1;1;1;2
2743;1;2;2;2
2744;1;1;1;2
2745;1;2;1;1
2746;0;3;1;1
2747;0;0;1;1
2748;1;2;1;1
2749;1;2;3;3
2750;1;2;1;1
2751;1;0;1;1
2752;2;2;1;1
2753;1;2;1;1
2754;1;2;1;1
2755;1;1;1;0
2756;1;2;1;NA
2757;2;2;1;1
2758;2;1;1;1
2759;2;1;3;3
2760;1;2;1;1
2761;1;2;1;1
2762;1;NA;1;2
2763;1;1;1;0
2764;0;0;3;1
2765;1;0;3;3
2766;1;2;2;1
2767;1;1;1;2
2768;1;1;2;1
2769;1;2;1;2
2770;1;0;0;1
2771;1;2;2;2
2772;1;0;0;0
2773;1;2;1;1
2774;1;2;1;1
2775;1;1;2;2
2776;1;2;1;1
2777;1;NA;0;0
2778;1;0;3;1
2779;2;1;1;1
2780;0;1;0;0
2781;0;1;1;1
2782;NA;2;1;0
2783;1;1;1;2
2784;1;1;1;0
2785;0;1;1;1
2786;1;2;1;1
2787;1;1;2;1
2788;0;1;NA;1
2789;0;1;1;1
2790;NA;1;1;2
2791;1;2;1;2
2792;0;3;1;1
2793;0;0;1;1
2794;0;1;1;1
2795;NA;2;1;1
2796;NA;2;1;1
2797;1;2;1;2
2798;1;1;1;0
2799;1;2;3;3
2800;0;1;1;NA
2801;0;1;1;1
2802;2;1;1;1
2803;1;2;1;1
2804;3;1;0;0
2805;1;1;0;0
2806;1;2;NA;NA
2807;1;2;NA;NA
2808;0;1;NA;NA
2809;1;2;NA;NA
2810;1;2;NA;NA
2811;0;1;NA;NA
2812;1;2;NA;NA
2813;0;1;NA;NA
2814;0;1;NA;NA
2815;1;2;NA;NA
2816;1;2;NA;NA
2817;0;1;NA;NA
2818;2;1;NA;NA
2819;0;1;NA;NA
2820;2;1;NA;NA
2821;1;0;NA;NA
2822;0;1;NA;NA
2823;2;1;NA;NA
2824;0;1;NA;NA
2825;1;2;NA;NA
2826;1;2;NA;NA
2827;2;1;NA;NA
2828;1;2;NA;NA
2829;2;1;NA;NA
2830;1;2;NA;NA
2831;1;2;NA;NA
2832;1;0;NA;NA
2833;1;2;NA;NA
2834;1;2;NA;NA
2835;2;1;NA;NA
2836;2;1;NA;NA
2837;0;1;NA;NA
2838;1;0;NA;NA
2839;1;2;NA;NA
2840;0;1;NA;NA
2841;1;2;NA;NA
2842;0;1;NA;NA
2843;1;2;NA;NA
2844;0;1;NA;NA
2845;1;2;NA;NA
2846;1;2;NA;NA
2847;1;2;NA;NA
2848;1;2;NA;NA
2849;1;2;NA;NA
2850;2;1;NA;NA
2851;1;1;0;0
2852;2;1;NA;NA
2853;1;2;NA;NA
2854;1;2;NA;NA
2855;0;1;NA;NA
2856;1;0;NA;NA
2857;1;2;NA;NA
2858;0;1;NA;NA
2859;1;2;NA;NA
2860;1;2;NA;NA
2861;1;0;NA;NA
2862;0;1;NA;NA
2863;1;2;NA;NA
2864;1;2;NA;NA
2865;0;1;NA;NA
2866;1;2;NA;NA
2867;0;1;NA;NA
2868;1;2;NA;NA
2869;1;0;NA;NA
2870;0;1;NA;NA
2871;0;1;NA;NA
2872;1;0;NA;NA
2873;1;2;NA;NA
2874;1;2;NA;NA
2875;1;2;NA;NA
2876;2;1;NA;NA
2877;1;0;NA;NA
2878;1;0;NA;NA
2879;1;0;NA;NA
2880;0;1;NA;NA
2881;2;1;NA;NA
2882;1;1;0;0
2883;1;0;NA;NA
2884;1;2;NA;NA
2885;0;1;NA;NA
2886;1;0;NA;NA
2887;1;2;NA;NA
2888;1;2;NA;NA
2889;2;1;NA;NA
2890;0;1;NA;NA
2891;1;2;NA;NA
2892;2;1;NA;NA
2893;0;1;NA;NA
2894;0;1;NA;NA
2895;0;1;NA;NA
2896;0;1;NA;NA
