
Indicatif présent
Premier groupe

comander
subjonctif en -ie (Gossen $80)
estre1
soie	3
soit	36
seions	1
soies	2
soiez	11
soions	4

soient	14
soit	36
seions	1
soies	2
soiez	11
soions	4

avoir
aie	2
ait	14
aies	5
aions	5
aiez	3

aient	3
ait	14
aies	5
aions	5
aiez	3

dire
die	5
dies	4
dites	2

vëoir
veoie	1

voie	6

öir
ooie	1

merir
merie	1

anoncier
anoncie	1

mescroire
mescroie	1

departir
departie	2

entendre
entendie	1
entendent	1

porter
portient	1
port	1

avenir
avient	1

devoir
doie	4


Futur I et Futur II d d'épenthèse ou e 
doner
donroit	3

donra	1

donrons	3

donrai	1

remanoir
remanroit	1

amenrir
amenroie	1

mener
menroit	2

menroient	1

pardoner
pardonroit	1

parmanoir
parmanroit	1
parmeindroit	1

tenir1
tenrai	1
tendra	1
tendroit	1
tendrai	1
tendront	1


Futur I et Futur II apocope e 
estre1
serront	3
serai	3
seroit	40
sera	23
seront	10
seroient	2
seré	1
seroie	1
seras	5
iert	1
seroies	1

serroit	5
serai	3
seroit	40
sera	23
seront	10
seroient	2
seré	1
seroie	1
seras	5
iert	1
seroies	1

serra	3
serai	3
seroit	40
sera	23
seront	10
seroient	2
seré	1
seroie	1
seras	5
iert	1
seroies	1

serras	2
serai	3
seroit	40
sera	23
seront	10
seroient	2
seré	1
seroie	1
seras	5
iert	1
seroies	1

durer
duerra	1

duerront	1

pöoir
porras	2
poroit	2
poroient	1
porai	1
poroie	1

porroit	29
poroit	2
poroient	1
porai	1
poroie	1

porroie	1
poroit	2
poroient	1
porai	1
poroie	1

porrions	1
poroit	2
poroient	1
porai	1
poroie	1

porroient	5
poroit	2
poroient	1
porai	1
poroie	1

porrez	1
poroit	2
poroient	1
porai	1
poroie	1

porra	2
poroit	2
poroient	1
porai	1
poroie	1

porrai	2
poroit	2
poroient	1
porai	1
poroie	1

porroiz	1
poroit	2
poroient	1
porai	1
poroie	1

öir
orrez	1

orrons	1

orrions	1

orront	1

orroit	1

orroiz	1

recovrer
recoverroient	1

entrer
enterroit	1

enterrai	2

moster
mosterroie	1

sofrir
sosferroie	1
soffroit	1
sofferoit	1

soufferras	1
soffroit	1
sofferoit	1

sofferroient	1
soffroit	1
sofferoit	1

sosferra	1
soffroit	1
sofferoit	1

sofferront	1
soffroit	1
sofferoit	1

ferir
ferra	1
ferions	1

vëoir
verront	1

verroiz	2

verroit	1

verrai	1

verroient	1

corrocier
corroceroit	1

aquerre
aqerroit	1

morir
morras	2

morroit	1

demorer
demoerroient	1

restorer
restoerroit	1

onorer
honoerrai	1

ocire
ocirroient	1
ociroient	1
ociroit	1

ocirroit	1
ociroient	1
ociroit	1


956
trover
trovaissent	2
trovassent	2


trovaisse	1
trovassent	2




Parfaits et subjonctifs imparfait en "eui"
avoir
euïst	3
eüst	48
ot	240
eüssent	12
orent	58
oi	7
eümes	6
eüsmes	1
eüsse	2
eüssiez	1
aeurent	1
out	1
eurent	1
eüsses	1
eut	1
eüstes	1
eust	1

devoir
deuïst	1
dut	5
deüst	12
deümes	1
deüsse	1
durent	2


infinitifs
abaiier
abaier	1
abaissier
abessier	1
abatre
abatre	12
abstenir	1
abiter
habiter	3
achater
acheter	1
acoler
acoler	1
acomplir
acomplir	2
aconplir	1
acomunier
acomenier	1
acostumer
acostumer	1
acraventer
acraventer	1
acroire
acroire	1
adoucir
adoucier	1
aemplir
aemplir	12
afebliier
afebloier	1
agaitier
aguetier	2
agrever
agrever	1
aidier
aidier	14
eidier	1
alaitier
aletier	1
alaschier
alasser	2
aler
aler	81
amaigrir
amaigrir	1
amegrir	1
amender
amender	2
amener
amener	7
amer1
amer	1
amoliier
amoloier	1
amonester
amonester	7
angoissier
angoissier	1
anoncier
annoncier	4
anoncier	8
aorer2
aorer	6
aorner2
aorner	1
apaisier
apeisier	1
apareillier1
aparellier	2
apareillier	5
aparoir
aparoir	1
apeler
apeler	1
apercevoir
aperçoivre	1
apercevoir	1
aplanïer
aplanoier	1
aporter
aporter	9
aprendre
aprendre	4
aprochier
aprochier	2
aprocier	2
aproismier
aproismier	8
apresser	1
aquerre
aqerre	6
aquerre	3
arbrer
arbrer	1
ardre
ardoir	7
arester
arrester	15
ariver2
ariver	1
armer
armer	1
aroser1
aroser	1
arroser	1
arrachier
errachier	1
assembler
assembler	2
assambler	1
asseoir
asseoir	2
assoudre
asoudre	1
atapir
atapir	1
atargier
atargier	4
atendre
ateindre	1
atendre	1
atenir
atenir	1
atochier
atouchier	4
atorner
atorner	5
avenir
avenir	9
avoiier
avoier	1
avoir
avoir	86
avoirs	3
Avoir	1
baillier
baillier	2
baisier
baisier	3
besier	3
batisier
baptizier	5
Baptizier	1
batre
batre	6
benëir
beneïr	6
blasmer
blasmer	5
blecier
blecier	2
boire
boire	1
boisier1
boisier	1
boivre
boivre	8
boivres	2
bolir
bolir	1
brisier
brisier	2
celer1
celer	5
cerchier
cerchier	1
chacier
chacier	5
chanter
chanter	6
chargier
charchier	1
chastiier
chastier	1
chastoier	1
chëoir
cheïr	2
cheoir	34
clamer
clamer	1
comander
conmander	2
combatre
combatre	7
comencier
conmencier	1
comencier	2
comparer1
comparer	3
complaindre
compleindre	4
confermer
confermer	2
confire2
confire	1
confondre
confondre	1
conforter
conforter	4
conoistre
conoistre	7
connoistre	1
conquerre
conqerre	1
conquerre	1
conseillier2
conseillier	1
consentir
consentir	1
constreindre
constreindre	1
conter
conter	48
contredire
contredire	1
contrester
contrester	2
convertir
convertir	2
convoiier
convoier	1
corir
corre	9
corrigier
corriger	1
corrocier
corrocier	3
couchier
couchier	3
covrir
covrir	2
crestïener
crestiener	1
criembre
cremir	1
criembre	1
croire
croire	25
croistre
croistre	3
crïer2
crier	24
cuidier1
